Index,X,Y
1643,648,175
1644,698,175
1645,703,175
1646,708,175
1647,716,175
1648,723,175
1649,740,175
1650,799,175
1651,824,175
1652,869,175
1653,876,175
1654,877,175
1655,977,175
1656,979,175
1657,982,175
1658,258,176
1659,278,176
1660,288,176
1661,473,176
1662,474,176
1663,634,176
1664,723,176
1665,804,176
1666,822,176
1667,827,176
1668,847,176
1669,869,176
1670,908,176
1671,923,176
1672,942,176
1673,249,177
1674,270,177
1675,348,177
1676,366,177
1677,450,177
1678,467,177
1679,477,177
1680,488,177
1681,513,177
1682,518,177
1683,622,177
1684,651,177
1685,656,177
1686,659,177
1687,683,177
1688,719,177
1689,753,177
1690,775,177
1691,787,177
1692,810,177
1693,817,177
1694,825,177
1695,838,177
1696,857,177
1697,864,177
1698,870,177
1699,884,177
1700,934,177
1701,937,177
1702,947,177
1703,948,177
1704,951,177
1705,957,177
1706,968,177
1707,246,178
1708,265,178
1709,275,178
1710,312,178
1711,481,178
1712,532,178
1713,538,178
1714,642,178
1715,665,178
1716,670,178
1717,673,178
1718,680,178
1719,691,178
1720,715,178
1721,733,178
1722,734,178
1723,788,178
1724,792,178
1725,824,178
1726,834,178
1727,870,178
1728,873,178
1729,891,178
1730,901,178
1731,916,178
1732,927,178
1733,929,178
1734,962,178
1735,285,179
1736,309,179
1737,315,179
1738,321,179
1739,338,179
1740,421,179
1741,426,179
1742,462,179
1743,503,179
1744,522,179
1745,539,179
1746,629,179
1747,648,179
1748,673,179
1749,677,179
1750,691,179
1751,702,179
1752,710,179
1753,739,179
1754,749,179
1755,796,179
1756,842,179
1757,896,179
1758,908,179
1759,931,179
1760,981,179
1761,225,180
1762,229,180
1763,242,180
1764,256,180
1765,268,180
1766,351,180
1767,368,180
1768,374,180
1769,430,180
1770,440,180
1771,450,180
1772,497,180
1773,625,180
1774,633,180
1775,683,180
1776,729,180
1777,739,180
1778,743,180
1779,767,180
1780,781,180
1781,815,180
1782,830,180
1783,861,180
1784,881,180
1785,934,180
1786,937,180
1787,941,180
1788,975,180
1789,222,181
1790,280,181
1791,333,181
1792,392,181
1793,457,181
1794,476,181
1795,482,181
1796,508,181
1797,534,181
1798,552,181
1799,556,181
1800,642,181
1801,659,181
1802,715,181
1803,800,181
1804,804,181
1805,808,181
1806,812,181
1807,824,181
1808,853,181
1809,928,181
1810,946,181
1811,960,181
1812,219,182
1813,251,182
1814,429,182
1815,435,182
1816,454,182
1817,493,182
1818,560,182
1819,563,182
1820,636,182
1821,637,182
1822,646,182
1823,664,182
1824,673,182
1825,694,182
1826,699,182
1827,720,182
1828,795,182
1829,841,182
1830,881,182
1831,913,182
1832,945,182
1833,988,182
1834,235,183
1835,271,183
1836,275,183
1837,385,183
1838,504,183
1839,527,183
1840,649,183
1841,652,183
1842,676,183
1843,686,183
1844,761,183
1845,787,183
1846,820,183
1847,832,183
1848,849,183
1849,862,183
1850,875,183
1851,902,183
1852,922,183
1853,956,183
1854,286,184
1855,298,184
1856,428,184
1857,515,184
1858,538,184
1859,544,184
1860,549,184
1861,567,184
1862,660,184
1863,667,184
1864,713,184
1865,770,184
1866,773,184
1867,780,184
1868,790,184
1869,796,184
1870,837,184
1871,891,184
1872,892,184
1873,906,184
1874,935,184
1875,941,184
1876,945,184
1877,962,184
1878,980,184
1879,985,184
1880,994,184
1881,230,185
1882,266,185
1883,357,185
1884,387,185
1885,404,185
1886,420,185
1887,431,185
1888,446,185
1889,447,185
1890,456,185
1891,468,185
1892,471,185
1893,477,185
1894,495,185
1895,511,185
1896,560,185
1897,574,185
1898,621,185
1899,629,185
1900,642,185
1901,649,185
1902,673,185
1903,676,185
1904,682,185
1905,754,185
1906,766,185
1907,805,185
1908,808,185
1909,825,185
1910,859,185
1911,899,185
1912,914,185
1913,930,185
1914,945,185
1915,949,185
1916,976,185
1917,257,186
1918,390,186
1919,413,186
1920,436,186
1921,439,186
1922,461,186
1923,554,186
1924,577,186
1925,580,186
1926,592,186
1927,652,186
1928,682,186
1929,688,186
1930,701,186
1931,725,186
1932,729,186
1933,741,186
1934,813,186
1935,845,186
1936,881,186
1937,886,186
1938,911,186
1939,920,186
1940,965,186
1941,208,187
1942,254,187
1943,287,187
1944,312,187
1945,335,187
1946,346,187
1947,378,187
1948,480,187
1949,484,187
1950,515,187
1951,529,187
1952,532,187
1953,583,187
1954,586,187
1955,595,187
1956,635,187
1957,639,187
1958,720,187
1959,778,187
1960,798,187
1961,828,187
1962,839,187
1963,866,187
1964,878,187
1965,954,187
1966,970,187
1967,989,187
1968,996,187
1969,264,188
1970,275,188
1971,283,188
1972,452,188
1973,489,188
1974,506,188
1975,543,188
1976,626,188
1977,643,188
1978,649,188
1979,664,188
1980,692,188
1981,748,188
1982,818,188
1983,871,188
1984,872,188
1985,930,188
1986,940,188
1987,946,188
1988,959,188
1989,962,188
1990,973,188
1991,203,189
1992,247,189
1993,271,189
1994,324,189
1995,375,189
1996,424,189
1997,492,189
1998,537,189
1999,546,189
2000,549,189
2001,552,189
2002,577,189
2003,589,189
2004,622,189
2005,643,189
2006,664,189
2007,677,189
2008,682,189
2009,688,189
2010,752,189
2011,764,189
2012,774,189
2013,791,189
2014,794,189
2015,799,189
2016,815,189
2017,831,189
2018,900,189
2019,901,189
2020,904,189
2021,936,189
2022,942,189
2023,982,189
2024,260,190
2025,297,190
2026,317,190
2027,361,190
2028,368,190
2029,448,190
2030,492,190
2031,495,190
2032,533,190
2033,602,190
2034,606,190
2035,630,190
2036,637,190
2037,642,190
2038,643,190
2039,705,190
2040,711,190
2041,720,190
2042,755,190
2043,849,190
2044,852,190
2045,906,190
2046,935,190
2047,956,190
2048,966,190
2049,970,190
2050,455,191
2051,472,191
2052,501,191
2053,519,191
2054,611,191
2055,636,191
2056,637,191
2057,654,191
2058,655,191
2059,660,191
2060,669,191
2061,678,191
2062,691,191
2063,696,191
2064,701,191
2065,721,191
2066,727,191
2067,734,191
2068,738,191
2069,758,191
2070,761,191
2071,786,191
2072,803,191
2073,811,191
2074,882,191
2075,897,191
2076,925,191
2077,934,191
2078,976,191
2079,983,191
2080,986,191
2081,993,191
2082,218,192
2083,265,192
2084,293,192
2085,351,192
2086,478,192
2087,483,192
2088,509,192
2089,524,192
2090,536,192
2091,551,192
2092,636,192
2093,660,192
2094,675,192
2095,682,192
2096,749,192
2097,755,192
2098,767,192
2099,773,192
2100,790,192
2101,799,192
2102,806,192
2103,832,192
2104,845,192
2105,892,192
2106,893,192
2107,901,192
2108,912,192
2109,949,192
2110,962,192
2111,256,193
2112,350,193
2113,394,193
2114,403,193
2115,422,193
2116,425,193
2117,514,193
2118,604,193
2119,622,193
2120,632,193
2121,636,193
2122,652,193
2123,713,193
2124,731,193
2125,779,193
2126,796,193
2127,810,193
2128,841,193
2129,852,193
2130,853,193
2131,873,193
2132,874,193
2133,893,193
2134,895,193
2135,904,193
2136,917,193
